track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,album,release_type,release_date,explicit,artists,target_popularity,days_since_release,num_artists,has_features,num_words_in_title,num_words_in_album,num_hit_words_track,num_flop_words_track,num_hit_words_album,num_flop_words_album
I'm A Hustla,0.727,0.913,8,-5.571,0,0.306,0.283,0.0,0.527,0.618,90.985,259933,4,34.15031,9,I'm A Hustla,album,2005-06-28,False,Cassidy,1,6862,1,False,3,3,0,0,0,0
Dumbledore's Army,0.337,0.119,7,-21.437,1,0.0382,0.793,0.794,0.161,0.209,80.265,160253,4,56.22799,6,Harry Potter And The Order Of The Phoenix (Original Motion Picture Soundtrack),compilation,2007-07-07,False,Nicholas Hooper,1,6123,1,False,2,12,0,0,4,6
So What,0.931,0.486,6,-10.558,1,0.139,0.0579,0.0,0.161,0.896,120.026,216000,4,32.30025,10,Light Poles And Pine Trees,album,2006-01-01,False,Field Mob&&Ciara,1,6675,2,True,2,5,0,0,1,0
It's Goin' Down,0.674,0.89,8,-3.953,0,0.274,0.00165,0.0136,0.0465,0.9,104.862,248573,4,31.6533,9,Built From Scratch,album,2002-02-26,False,X-Ecutioners&&Mike Shinoda&&Mr. Hahn,0,8080,3,True,3,3,0,0,0,0
No Matta What (Party All Night),0.676,0.822,8,-5.427,1,0.0919,0.0957,0.0,0.0762,0.386,81.079,208733,4,46.2907,10,Toya,album,2001-07-09,False,Toya,0,8312,1,False,6,1,2,1,0,0
North by North,0.7,0.862,8,-7.592,1,0.0301,0.116,0.526,0.0976,0.715,97.507,274360,4,47.78432,9,Dynamo,album,2008-01-01,False,Faded Paper Figures,0,5945,1,False,3,1,0,0,0,0
Sorry,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,281880,4,21.86821,11,Confessions on a Dance Floor,album,2005-11-11,False,Madonna,1,6726,1,False,1,5,0,0,1,1
That Song In My Head,0.496,0.84,0,-2.528,1,0.0803,0.0705,0.0,0.0745,0.746,185.978,193493,4,24.60344,10,Julianne Hough,album,2008-01-01,False,Julianne Hough,0,5945,1,False,5,2,1,2,0,0
I'd Rather,0.705,0.467,0,-8.456,1,0.0298,0.236,0.0,0.113,0.522,119.938,259693,4,36.96112,12,The Ultimate Luther Vandross,compilation,2006-01-01,False,Luther Vandross,1,6675,1,False,2,4,0,0,1,0
No Stars over Bethlehem,0.362,0.76,10,-10.179,0,0.0787,2.93e-05,0.0031,0.328,0.321,112.738,265409,3,48.17425,6,Kezia (Remaster),album,2005-08-30,False,Protest The Hero,0,6799,1,False,4,2,0,0,1,0
Who's Your Daddy?,0.684,0.872,9,-4.307,1,0.0402,0.283,0.0289,0.049,0.849,126.381,238013,4,50.87424,9,Toby Keith 35 Biggest Hits,album,2008-01-01,False,Toby Keith,1,5945,1,False,3,5,0,0,2,1
Greenthumb,0.23,0.95,8,-6.288,1,0.0657,0.000173,0.811,0.108,0.302,132.238,247013,4,21.92811,9,Gateway,album,2002-09-23,False,Bongzilla,0,7871,1,False,1,1,0,0,0,0
Yellow,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,4,34.30183,13,Parachutes,album,2000-07-10,False,Coldplay,1,8676,1,False,1,1,0,0,0,0
Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove,0.587,0.314,8,-15.644,1,0.0324,0.502,0.421,0.0963,0.0714,76.544,534400,4,39.26044,17,Chants to Awaken the Buddhist Heart,album,2000-10-10,False,Lama Surya Das & Steven Halpern,0,8584,1,False,10,6,0,1,1,0
Clouds of Dementia,0.162,0.836,9,-3.009,1,0.0473,0.000111,0.00457,0.174,0.3,86.964,338893,4,65.32887,13,Death Magic Doom,album,2009-04-03,False,Candlemass,0,5487,1,False,3,3,0,0,0,1
Riding With Private Malone,0.648,0.527,4,-8.862,1,0.0515,0.405,0.0,0.0978,0.515,93.93,275053,4,26.65832,16,Amigo,album,2001-09-10,False,David Ball,1,8249,1,False,4,1,0,0,0,0
Beautiful Mess,0.402,0.817,1,-3.756,1,0.0406,0.317,0.0,0.105,0.376,177.342,227920,4,37.79342,12,Greatest Hits II,compilation,1991-01-01,False,Diamond Rio,1,12154,1,False,2,3,1,0,3,3
Rose Bouquet,0.488,0.445,5,-8.123,1,0.0241,0.608,3.69e-05,0.16,0.246,70.084,233507,4,37.35897,8,Phil Vassar,album,2000-02-21,False,Phil Vassar,0,8816,1,False,2,2,0,0,0,0
My Sacrifice,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,294600,4,47.3987,9,Weathered,album,2001-01-01,False,Creed,1,8501,1,False,2,1,0,0,0,0
Suga Suga,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,4,40.17752,11,Tha Smokin' Nephew,album,2003-01-01,False,Baby Bash&&Frankie J,1,7771,2,True,2,3,0,0,1,0
"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",0.0912,0.195,7,-16.486,1,0.0366,0.811,0.786,0.27,0.158,86.253,86187,4,42.51191,4,The Little Mermaid Special Edition,album,2006-01-01,False,Alan Menken&&Disney,1,6675,2,True,11,5,1,2,3,1
Stretched Linen Over Contorted Bodies,0.495,0.982,10,-2.964,0,0.141,0.019,0.601,0.0621,0.639,112.659,198013,4,96.43689,7,From Rotting Fantasylands,album,2009-09-20,False,Nero's Day At Disneyland,0,5317,1,False,5,3,0,0,0,0
Fire and Ice,0.491,0.956,2,-7.126,1,0.102,1.8e-05,0.000562,0.0649,0.11,137.005,172360,4,65.8787,7,Halford IV - Made Of Metal,album,2009-07-01,False,Halford&&Rob Halford,0,5398,2,True,3,6,0,0,0,1
New Fang,0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664,228639,4,31.18306,10,Them Crooked Vultures,album,2009-11-17,False,Them Crooked Vultures,1,5259,1,False,2,3,1,1,0,0
Lollipop,0.348,0.893,0,-4.589,1,0.0662,0.000484,6.36e-05,0.281,0.392,148.043,187907,4,52.19816,9,The Moment (Digital Deluxe),album,2008-01-01,False,Framing Hanley,1,5945,1,False,1,4,0,0,1,1
Wytches' Brew,0.444,0.829,0,-7.284,0,0.199,0.0142,0.00195,0.385,0.546,155.931,248045,3,49.16286,10,Alive!,album,2007-08-03,False,OMNIA,0,6096,1,False,2,1,0,0,1,0
My Cellmate Thinks I'm Sexy,0.679,0.897,10,-4.525,1,0.0462,0.0618,0.0,0.647,0.83,122.551,223893,4,17.92522,10,Just Another Day In Parodies,album,2000-11-06,False,Cledus T. Judd,0,8557,1,False,5,5,0,0,2,0
Sweet Little Rock 'N' Roller,0.172,0.697,0,-11.885,1,0.0487,0.266,0.000372,0.191,0.531,152.167,231933,4,35.44214,13,Sweet Little Rock`n` Roller,single,2004-12-01,False,Ziggy & The Rhythm Bulldogs,0,7071,1,False,5,4,3,2,2,1
There You Go,0.822,0.847,10,-6.729,0,0.0916,0.0862,0.0,0.0452,0.667,107.906,202800,4,28.72679,9,Can't Take Me Home (Expanded Edition),album,2000-04-04,False,P!nk,1,8773,1,False,3,6,0,0,3,2
Good Times,0.697,0.761,11,-7.647,0,0.302,0.157,0.0,0.789,0.666,81.728,211493,4,61.02672,10,A Gangster And A Gentleman,album,2002-01-01,False,Styles P,1,8136,1,False,2,5,1,1,0,0
Drive,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,4,22.93655,10,Make Yourself,album,1999-10-26,False,Incubus,1,8934,1,False,1,2,0,0,1,0
Are We Cuttin',0.745,0.947,6,-5.113,0,0.331,0.252,0.000238,0.342,0.679,121.037,296640,5,46.23938,17,Universal Soldier,album,2002-01-01,False,Pastor Troy&&Ms. Jade,0,8136,2,True,3,2,0,0,0,0
Can't Be Saved,0.331,0.976,2,-3.242,1,0.113,9.11e-06,0.000117,0.319,0.426,170.059,187547,4,28.33644,9,Still Searching (Deluxe Version),album,2007-11-13,False,Senses Fail,0,5994,1,False,3,4,0,0,2,2
Guerrilla Radio,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,206200,4,39.01876,10,The Battle Of Los Angeles,album,1999-11-02,False,Rage Against The Machine,1,8927,1,False,2,5,0,1,0,1
Body On Me,0.574,0.636,7,-7.173,0,0.325,0.142,0.0,0.0962,0.781,179.979,209707,4,83.28132,9,Brass Knuckles,album,2008-09-16,False,Nelly&&Ashanti&&Akon,1,5686,3,True,3,2,1,1,0,0
Cyclone,0.644,0.725,11,-4.622,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4,46.34699,9,Cyclone (feat. T-Pain) [Main],single,2007-07-31,False,Baby Bash&&T-Pain,1,6099,2,True,1,4,0,0,1,1
Victims,0.436,0.94,1,-4.34,1,0.111,1.57e-05,0.00157,0.0594,0.141,92.502,198946,4,26.52479,9,Metal For The Brain MMV,compilation,2005-01-01,False,Frankenbok,0,7040,1,False,1,5,0,0,0,1
Indifference,0.326,0.658,6,-10.45,0,0.0533,0.00644,0.0158,0.156,0.255,141.731,253107,4,58.39739,12,Listen My Friends! The Best Of Moby Grape,compilation,2007-05-10,False,Moby Grape,0,6181,1,False,1,8,0,0,1,1
Metal Is The Law,0.286,0.987,0,-5.449,1,0.195,0.000255,0.000795,0.0842,0.154,163.072,225747,4,32.69469,10,Gates Of Metal Fried Chicken Of Death,album,2005-10-10,False,Massacration,0,6758,1,False,4,7,0,1,0,2
Careless Whisper,0.469,0.943,2,-4.196,1,0.102,6.07e-05,0.00547,0.0717,0.358,134.031,296973,4,36.82457,11,Finding Beauty In Negative Spaces (Bonus Track Version),album,2007-01-01,False,Seether,1,6310,1,False,2,8,0,0,2,1
American Boy,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4,49.1236,11,Shine,album,2008-03-28,False,Estelle&&Kanye West,0,5858,2,True,2,1,1,0,0,0
Dreamer,0.374,0.826,0,-5.175,1,0.0482,0.0687,0.0,0.317,0.342,89.785,213080,4,43.52899,9,Dreamer,single,2008-08-07,False,Chris Brown,0,5726,1,False,1,1,0,0,0,0
Heartless,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4,55.88007,11,808s & Heartbreak,album,2008-11-24,False,Kanye West,1,5617,1,False,1,3,0,0,0,0
Unappreciated,0.735,0.521,7,-6.696,0,0.0876,0.0888,0.0,0.065,0.374,77.01,235333,4,30.52591,13,Unappreciated,album,2006-01-01,False,Cherish,1,6675,1,False,1,1,0,0,0,0
Beat It,0.557,0.936,0,-3.694,1,0.0681,0.0195,1.5e-06,0.305,0.841,149.954,229400,4,41.78284,8,Believers Never Die - Greatest Hits,compilation,2009-01-01,False,Fall Out Boy&&John Mayer,1,5579,2,True,2,6,0,1,2,2
Tujh Mein Rab Dikhta Hai - Ii,0.334,0.3,2,-12.359,0,0.0377,0.863,1.62e-06,0.195,0.158,147.076,101799,4,23.24927,5,Rab Ne Bana Di Jodi,album,2008-11-06,False,Salim–Sulaiman&&Shreya Ghoshal&&Jaideep Sahni,1,5635,3,True,7,5,0,1,0,0
S.E.X.,0.501,0.468,8,-8.494,0,0.0507,0.31,2.04e-06,0.0923,0.712,105.769,198373,4,36.88995,11,The Phoenix,album,2006-08-15,False,Lyfe Jennings&&LaLa Brown,0,6449,2,True,1,2,0,0,0,0
Disco Inferno,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,4,77.50793,7,The Massacre,album,2005-03-03,False,50 Cent,1,6979,1,False,2,2,0,0,0,0
Nothing On But The Radio,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,212027,4,18.81237,12,See If I Care,album,2003-01-01,False,Gary Allan,1,7771,1,False,5,4,0,1,0,0
Bling Bling,0.868,0.964,2,-3.72,1,0.111,0.0467,1.51e-05,0.0708,0.868,98.913,312960,4,58.85779,12,Chopper City In The Ghetto,album,1999-04-20,False,B.G.,1,9123,1,False,2,5,0,0,1,0
What's A Guy Gotta Do,0.625,0.966,5,-3.908,1,0.0668,0.609,8.89e-05,0.0667,0.929,170.194,141947,4,28.92082,7,Greatest Hits,compilation,2011-01-01,False,Joe Nichols,0,4849,1,False,5,2,0,0,2,2
From tha Streets to tha Club,0.655,0.69,1,-5.542,1,0.125,0.00814,0.0,0.37,0.592,81.021,234107,4,44.08618,13,"United We Stand, Divided We Fall (Compiled by Lava House & Lil Boosie)",album,2005-01-01,False,Big Poppa&&Webbie&&Angie Locc,0,7040,3,True,6,13,0,0,0,1
Nemesis,0.534,0.874,5,-7.005,1,0.0443,0.00238,0.00785,0.0939,0.688,160.011,270327,4,27.57121,12,Judgement,album,2007-04-10,False,VNV Nation,0,6211,1,False,1,1,0,0,0,0
Caja de Metal,0.486,0.991,11,-2.38,0,0.0999,0.000108,0.0208,0.212,0.353,118.485,224893,3,30.50024,9,El Rock and Roll Es Mi Religión,album,2009-01-01,False,Khafra,0,5579,1,False,3,7,0,1,1,3
Back in Your Head,0.752,0.799,5,-7.455,1,0.0284,0.0357,0.0366,0.0872,0.817,141.447,180533,4,41.32898,11,The Con,album,2007-07-24,False,Tegan and Sara,1,6106,1,False,4,2,0,1,0,0
Cross And Evil Woman Blues,0.586,0.0976,4,-17.64,1,0.0611,0.989,0.0472,0.266,0.841,146.461,182047,3,18.08131,9,Rev. Blind Gary Davis 1935 - 1949,album,2003-01-01,False,Rev. Gary Davis,0,7771,1,False,5,7,1,1,0,0
The Ones,0.527,0.952,6,-6.144,0,0.0427,0.0105,0.161,0.271,0.604,94.016,382813,4,33.43749,15,A Violent Emotion,album,2008-01-01,False,Aesthetic Perfection,0,5945,1,False,2,3,0,0,0,0
Probably Wouldn't Be This Way,0.613,0.426,2,-6.418,1,0.0289,0.516,0.0,0.131,0.129,129.644,217947,4,45.53087,10,This Woman,album,2005-01-25,False,LeAnn Rimes,0,7016,1,False,5,2,1,1,0,0
Never,0.537,0.337,4,-8.117,1,0.0728,0.224,0.0,0.107,0.605,105.367,266320,4,33.19157,9,The Makings of a Man,album,2007-12-18,False,Jaheim,0,5959,1,False,1,5,0,0,1,0
Girl On TV,0.688,0.716,4,-4.001,0,0.0297,0.131,0.0,0.134,0.352,96.043,247600,4,82.17165,10,LFO,album,1999-08-10,False,LFO,1,9011,1,False,3,1,1,1,0,0
Light On,0.446,0.834,9,-4.014,0,0.0341,0.0794,0.0,0.114,0.363,132.034,228827,4,19.30392,9,David Cook,album,2008-11-18,False,David Cook,1,5623,1,False,2,2,1,0,0,0
Move Your Body,0.45,0.963,10,-3.478,0,0.128,0.00188,0.0,0.23,0.501,172.241,208533,4,39.01202,12,Pedal to the Metal,album,2008-07-13,False,Blessed By A Broken Heart,0,5751,1,False,3,4,1,1,0,1
Nineteen,0.432,0.848,0,-5.144,1,0.0987,0.223,0.000194,0.113,0.188,147.398,176107,4,34.93219,8,The Con,album,2007-07-24,False,Tegan and Sara,0,6106,1,False,1,2,0,0,0,0
Me And My Gang,0.628,0.9,7,-3.719,1,0.0408,0.0775,0.0,0.0454,0.611,108.745,217987,4,19.55913,9,Me And My Gang,album,2006-01-01,False,Rascal Flatts,0,6675,1,False,4,4,0,0,0,0
Last Christmas,0.63,0.757,5,-6.005,1,0.0254,0.00716,0.0,0.348,0.65,106.885,216627,4,21.06059,11,"Glee: The Music, The Christmas Album",album,2010-11-09,False,Glee Cast,0,4902,1,False,2,6,0,1,4,3
Rosemary Lane,0.596,0.49,7,-6.654,0,0.0268,0.394,0.00145,0.104,0.337,118.833,281600,3,32.39463,12,Folk Off! (Compiled by Rob da Bank),compilation,2006-07-03,False,Espers,0,6492,1,False,2,7,0,0,0,1
Boneyard,0.413,0.822,2,-5.881,1,0.0305,0.0166,0.0258,0.0487,0.569,104.019,212453,4,25.47572,9,Victory Square,album,2009-01-01,False,The Dreadnoughts,0,5579,1,False,1,2,0,0,0,0
Inner Cities II,0.362,0.00131,1,-31.666,0,0.0585,0.995,0.893,0.0959,0.0356,66.491,1223040,3,126.02878,44,Hope Street Tunnel Blues: Music for Piano By Philip Glass and Alvin Curran,album,2007-07-16,False,Alvin Curran&&Bruce Brubaker,0,6114,2,True,3,13,0,1,1,4
Dig In,0.671,0.921,9,-3.878,1,0.0291,0.0129,0.0235,0.0579,0.825,118.424,217533,4,25.07862,14,Lenny,album,2001-01-01,False,Lenny Kravitz,0,8501,1,False,2,1,0,0,0,0
Another Try,0.511,0.472,10,-8.119,1,0.0284,0.544,0.000519,0.104,0.261,123.247,225787,4,30.09353,11,Everything Is Fine,album,2007-01-01,False,Josh Turner&&Trisha Yearwood,0,6310,2,True,2,3,0,0,0,0
Mercedes,0.647,0.554,7,-4.964,1,0.0384,0.005,0.882,0.121,0.495,119.002,192893,4,58.36072,8,Milano new wave 1980-83,compilation,2009-12-21,False,La Maison,0,5225,1,False,1,4,0,0,1,1
Trisagion At the Funeral Procession,0.2,0.0507,10,-19.08,0,0.0363,0.986,0.00144,0.115,0.0416,75.174,243333,1,24.93014,9,Russian Monastic Chant,album,2000-12-12,False,Choir of the Monks of Chevetogne,0,8521,1,False,5,3,0,0,0,0
King Kong,0.774,0.778,1,-5.066,1,0.246,0.0207,0.0,0.237,0.514,77.992,275267,4,29.56954,12,Jibbs feat. Jibbs,album,2006-01-01,False,Jibbs&&Chamillionaire,1,6675,2,True,2,3,0,1,1,1
She Hates Me,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,216760,4,27.24459,8,Come Clean,album,2001-08-28,False,Puddle Of Mudd,1,8262,1,False,3,2,0,0,1,0
Addicted,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,232067,3,15.96437,13,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",album,2002-03-19,False,Simple Plan,1,8059,1,False,1,9,0,0,3,2
Be Good To Me,0.655,0.857,0,-4.148,1,0.0994,0.141,0.0,0.298,0.719,97.994,213827,4,24.36564,11,Headstrong,album,2007-01-01,False,Ashley Tisdale,1,6310,1,False,4,1,1,1,0,0
Still In Love,0.713,0.663,0,-3.749,1,0.0386,0.607,0.0,0.255,0.903,79.004,256640,4,35.75431,9,La Dona,album,2004-05-11,False,Teena Marie,1,7275,1,False,3,2,1,1,0,1
Through The Wire,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4,36.19188,9,The College Dropout,album,2004-02-10,False,Kanye West,1,7366,1,False,3,3,0,0,0,0
Every Day,0.296,0.725,8,-5.466,1,0.0461,0.0347,0.0,0.0881,0.247,113.031,254213,4,41.06123,10,Still Feels Good,album,2007-01-01,False,Rascal Flatts,0,6310,1,False,2,3,1,1,1,1
Blue (Da Ba Dee),0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.765,128.007,283748,4,49.01165,14,Europop,album,1999-01-01,False,Eiffel 65&&Gabry Ponte,1,9232,2,True,4,1,1,2,0,0
Torn,0.422,0.894,11,-3.507,0,0.332,0.262,0.0,0.142,0.636,152.17,249253,4,33.0475,12,Torn,single,2006-01-01,False,LeToya,1,6675,1,False,1,1,0,0,0,0
Cry (Beach House Mix),0.653,0.918,11,-7.913,0,0.0374,0.0067,0.678,0.15,0.721,125.003,354317,4,153.26608,9,Speck Of Gold,album,2001-01-01,False,Afterlife,0,8501,1,False,4,3,0,2,1,0
Schism,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.42,0.186,0.191,107.438,403533,3,67.57741,17,Lateralus,album,2001-05-15,False,TOOL,1,8367,1,False,1,1,0,0,0,0
Jump Then Fall,0.618,0.687,2,-5.737,1,0.0271,0.111,0.0,0.0693,0.82,79.991,237067,4,71.51535,10,Fearless Platinum Edition,album,2008-11-11,False,Taylor Swift,0,5630,1,False,3,3,1,0,1,1
Stop and Say You Love Me,0.462,0.868,9,-4.766,1,0.154,0.00633,0.0,0.227,0.392,179.997,182227,4,21.93647,8,The Melody And The Energetic Nature Of Volume,album,2006-01-01,False,Evans Blue,0,6675,1,False,6,8,3,1,1,1
Thnks Fr Th Mmrs,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507,4,31.86158,9,Infinity On High,album,2007-01-01,False,Fall Out Boy,1,6310,1,False,4,3,0,0,1,0
Video Phone,0.32,0.782,8,-7.37,1,0.374,0.00203,0.000851,0.39,0.527,78.05,304693,4,23.85083,13,I AM...SASHA FIERCE THE BONUS TRACKS,single,2009-11-20,False,Beyoncé&&Lady Gaga&&William Burke,1,5256,3,True,2,6,0,0,1,0
Nothing Left To Lose,0.445,0.71,4,-6.819,1,0.0275,0.103,6.14e-05,0.169,0.468,148.011,263253,4,27.09863,12,Nothing Left To Lose,album,2006-01-01,False,Mat Kearney,1,6675,1,False,4,4,0,0,0,0
All I Need - Visa Mix,0.629,0.998,9,-3.772,1,0.156,0.0346,0.00793,0.223,0.196,170.955,389400,4,34.07447,11,Hardcore: DJ Mix Vol 2,compilation,2009-08-24,False,Visa,0,5344,1,False,6,5,1,1,1,2
Yeah!,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4,36.95836,11,Confessions (Expanded Edition),album,2004-03-23,False,USHER&&Lil Jon&&Ludacris,1,7324,3,True,1,3,0,0,2,2
Walked Outta Heaven,0.67,0.616,10,-6.123,1,0.225,0.573,0.0,0.0535,0.523,120.129,270880,4,33.72914,13,Hard,album,2003-10-07,False,Jagged Edge,1,7492,1,False,3,1,1,0,1,0
Wifey,0.831,0.713,7,-6.967,0,0.104,0.0678,0.0,0.0659,0.683,99.584,243467,4,19.90275,13,Welcome II Nextasy,album,2000-06-20,False,Next,1,8696,1,False,1,3,0,0,1,1
Things That Rhyme With Orange,0.458,0.939,5,-3.702,1,0.115,0.016,0.0,0.288,0.447,168.158,204440,4,40.50551,8,You Can't Spell Slaughter Without Laughter,album,2008-10-07,False,I Set My Friends On Fire,1,5665,1,False,5,6,0,0,0,0
Love Song,0.625,0.686,9,-8.337,0,0.0309,0.0154,0.0499,0.0932,0.556,139.817,211693,4,32.51287,11,Greatest Hits '93 - '03,compilation,2004-06-08,False,311,1,7247,1,False,2,5,2,2,2,2
The Great Beyond,0.329,0.747,10,-6.411,1,0.0297,0.125,2.08e-06,0.197,0.177,109.701,307000,4,37.24849,13,In Time: The Best Of R.E.M. 1988-2003,compilation,2003-01-01,False,R.E.M.,1,7771,1,False,3,7,0,0,2,2
World Of No Tomorrow (Live),0.429,0.938,11,-5.243,1,0.154,0.000451,0.793,0.0982,0.588,88.652,78053,4,21.95147,5,The Punk Terrorist Anthology Vol. 2: 1986-1988,album,2005-01-01,False,Nausea,0,7040,1,False,5,7,2,2,1,3
Deep Inside,0.762,0.566,0,-6.749,1,0.0385,0.0341,2.73e-06,0.0779,0.666,129.28,326000,4,33.20729,15,Mary (Limited Edition Bonus Pack),album,1999-12-14,False,Mary J. Blige&&Elton John,0,8885,2,True,2,5,0,0,2,1
Control Myself,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-05,0.205,0.48,120.066,233973,4,74.86477,8,Todd Smith,album,2006-04-11,False,LL COOL J&&Jennifer Lopez,0,6575,2,True,2,2,0,0,0,0
Los Chicos,0.749,0.781,6,-8.847,0,0.0412,0.122,0.732,0.073,0.652,99.992,320679,4,117.34476,11,52nd Street,album,2006-11-13,False,Jazz Juice,0,6359,1,False,2,2,0,0,0,1
No More,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,242560,4,31.66948,10,Love Crimes,album,2000-08-22,False,Ruff Endz,1,8633,1,False,2,2,0,0,1,1
Birthday Sex,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.151,0.446,60.02,226507,4,108.98067,4,Jeremih,album,2009-01-01,False,Jeremih,1,5579,1,False,2,1,0,0,0,0
Running Away,0.608,0.801,9,-5.452,0,0.0376,0.0011,8.11e-06,0.223,0.544,100.25,178440,3,51.89541,7,Hoobastank (Expanded Edition),album,2001-11-20,False,Hoobastank,0,8178,1,False,2,3,1,1,2,2
Sri Lalitha Sahasranamam,0.701,0.247,6,-12.655,1,0.144,0.778,0.0,0.077,0.7,118.516,2104347,5,56.68266,97,"Sri Lalitha Sahasranamam, Kanakadhara Stothram, Shyamala Dandakam",album,2004-05-01,False,Mambalam Sisters&&Gopika Poornima,0,7285,2,True,3,7,0,0,0,0
Cielos Que Lloran,0.45,0.958,0,-4.764,0,0.0778,0.00338,0.0,0.0829,0.296,95.089,173133,4,34.16592,6,Una Vida No Es Suficiente,album,2007-03-01,False,INSITE,1,6251,1,False,3,5,0,1,0,0
Roobaroo,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,282973,4,37.62198,14,Rang De Basanti (Original Motion Picture Soundtrack),album,2005-12-04,False,A.R. Rahman&&Naresh Iyer,1,6703,2,True,1,7,0,0,4,4
Tearin' It Up,0.843,0.889,9,-4.385,0,0.135,0.0965,0.115,0.0389,0.556,106.938,256438,4,69.69301,9,SB2,album,2009-12-09,False,Gramatik,0,5237,1,False,3,1,0,0,0,0
LoveStoned,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,444333,4,34.80603,17,FutureSex/LoveSounds,album,2006-09-12,False,Justin Timberlake,1,6421,1,False,1,1,0,0,0,0
"Pon De River, Pon De Bank",0.692,0.677,1,-6.225,1,0.371,0.0741,0.0,0.111,0.848,101.087,239787,4,47.10436,11,Good 2 Go,album,2003-12-02,False,Elephant Man,1,7436,1,False,6,3,0,0,1,1
I Will Not Bow,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216733,4,19.56443,8,Dear Agony,album,2009-01-01,False,Breaking Benjamin,1,5579,1,False,4,2,0,0,0,0
Matilda,0.647,0.468,8,-8.834,1,0.37,0.479,0.0,0.0559,0.954,87.458,193373,4,21.82891,10,The Essential Harry Belafonte,album,2005-08-16,False,Harry Belafonte,0,6813,1,False,1,4,0,0,1,2
I Love You,0.687,0.586,0,-5.991,1,0.0254,0.0338,0.0,0.132,0.732,106.754,172293,4,37.88626,10,The Essential Martina McBride,compilation,2012-10-23,False,Martina McBride,0,4188,1,False,3,4,1,1,1,1
Crazy,0.677,0.647,0,-4.398,1,0.0259,0.0979,0.0,0.554,0.461,116.126,260267,4,33.1889,10,X,album,2000-01-01,False,K-Ci & JoJo,1,8867,1,False,1,1,1,0,0,0
Last Smile,0.685,0.741,4,-4.914,0,0.027,0.615,2.4e-05,0.152,0.542,88.958,346507,4,84.80801,14,Last Smile,single,2000-11-01,False,LOVE PSYCHEDELICO,0,8562,1,False,2,2,0,0,0,0
I Tried,0.727,0.71,4,-6.142,1,0.0742,0.0104,0.0,0.107,0.378,81.995,287480,4,53.34074,11,Strength & Loyalty,album,2007-01-01,False,Bone Thugs-N-Harmony&&Akon,1,6310,2,True,2,3,0,0,0,0
T.R.U.C.E. - Feat. Noyz Narcos,0.47,0.672,7,-6.247,0,0.378,0.247,0.0,0.289,0.646,84.224,159880,4,69.92883,5,Cosa Avete Fatto A Metal Carter?,album,2009-11-22,False,Metal Carter,0,5254,1,False,5,6,0,1,0,1
In Those Jeans,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,243307,4,68.69183,10,The Senior,album,2003-04-08,False,Ginuwine,1,7674,1,False,3,2,0,0,0,0
Pain,0.39,0.965,0,-3.38,0,0.119,0.0181,0.0,0.583,0.195,168.006,181307,4,46.93105,6,Futures,album,2004-10-19,False,Jimmy Eat World,1,7114,1,False,1,1,0,0,0,0
